year,mineral,country,is_rare_earth,end_use,mine_production_tonnes,production_share_pct,reserves_tonnes,years_of_reserves,refined_share_pct,price_usd_per_tonne,demand_growth_pct,export_control_active,hhi,top_country_share_pct,supply_risk_score,high_supply_risk,disruption,disruption_next_year
2020,Praseodymium,Myanmar,1,magnet,946.5,5.09,54578.0,57.7,4.07,66000.0,11.4,0,0.5607,74.44,54.8,1,0,1.0
2021,Praseodymium,Myanmar,1,magnet,1139.6,5.64,40000.0,35.1,4.51,114000.0,10.4,0,0.5445,74.55,47.3,0,1,0.0
2022,Praseodymium,Myanmar,1,magnet,1041.5,5.21,57382.0,55.1,4.17,126000.0,1.8,0,0.5131,66.89,37.3,0,0,0.0
2023,Praseodymium,Myanmar,1,magnet,1314.9,5.65,18415.0,14.0,4.52,84000.0,8.1,0,0.525,71.09,55.0,1,0,0.0
2024,Praseodymium,Myanmar,1,magnet,1300.6,5.48,41040.0,31.6,4.38,72000.0,12.6,0,0.5222,71.73,51.3,1,0,0.0
2025,Praseodymium,Myanmar,1,magnet,1432.2,5.59,45818.0,32.0,4.48,96000.0,5.3,0,0.5015,66.71,57.8,1,0,0.0
2026,Praseodymium,Myanmar,1,magnet,1580.1,5.52,38764.0,24.5,4.41,108000.0,11.9,0,0.5199,69.01,45.8,0,0,
2015,Praseodymium,Russia,1,magnet,408.0,3.1,22777.0,55.8,2.48,60000.0,11.5,0,0.5749,78.06,55.7,1,0,0.0
2016,Praseodymium,Russia,1,magnet,425.3,3.12,14690.0,34.5,2.5,54000.0,8.4,0,0.5667,74.32,55.2,1,0,0.0
2017,Praseodymium,Russia,1,magnet,481.6,3.11,13560.0,28.2,2.49,66000.0,13.9,0,0.5729,77.67,49.9,1,0,0.0
2018,Praseodymium,Russia,1,magnet,519.1,3.23,13162.0,25.4,2.58,72000.0,10.9,0,0.558,75.67,55.2,1,0,0.0
2019,Praseodymium,Russia,1,magnet,561.0,3.34,33368.0,59.5,2.67,60000.0,19.4,0,0.5548,74.96,52.9,1,0,0.0
2020,Praseodymium,Russia,1,magnet,579.7,3.12,23033.0,39.7,2.49,66000.0,3.4,0,0.5607,74.44,49.8,1,0,1.0
2021,Praseodymium,Russia,1,magnet,672.5,3.33,17975.0,26.7,2.66,114000.0,17.4,0,0.5445,74.55,46.6,0,1,0.0
2022,Praseodymium,Russia,1,magnet,693.9,3.47,17873.0,25.8,2.78,126000.0,12.1,0,0.5131,66.89,49.7,1,0,0.0
2023,Praseodymium,Russia,1,magnet,773.2,3.32,43237.0,55.9,2.66,84000.0,13.3,0,0.525,71.09,45.6,0,0,0.0
2024,Praseodymium,Russia,1,magnet,842.3,3.55,12068.0,14.3,2.84,72000.0,21.5,0,0.5222,71.73,56.8,1,0,0.0
2025,Praseodymium,Russia,1,magnet,917.3,3.58,46858.0,51.1,2.87,96000.0,7.0,0,0.5015,66.71,55.0,1,0,0.0
2026,Praseodymium,Russia,1,magnet,1041.1,3.64,37790.0,36.3,2.91,108000.0,9.2,0,0.5199,69.01,43.1,0,0,
2015,Praseodymium,USA,1,magnet,1205.4,9.17,38016.0,31.5,7.34,60000.0,9.1,0,0.5749,78.06,40.2,0,0,0.0
2016,Praseodymium,USA,1,magnet,1203.4,8.83,41901.0,34.8,7.06,54000.0,15.5,0,0.5667,74.32,42.0,0,0,0.0
2017,Praseodymium,USA,1,magnet,1415.5,9.14,81873.0,57.8,7.31,66000.0,19.1,0,0.5729,77.67,44.6,0,0,0.0
2018,Praseodymium,USA,1,magnet,1547.0,9.61,76560.0,49.5,7.69,72000.0,12.0,0,0.558,75.67,40.7,0,0,0.0
2019,Praseodymium,USA,1,magnet,1688.7,10.06,52282.0,31.0,8.05,60000.0,18.9,0,0.5548,74.96,40.1,0,0,0.0
2020,Praseodymium,USA,1,magnet,1759.5,9.46,61082.0,34.7,7.57,66000.0,12.3,0,0.5607,74.44,43.5,0,0,1.0
2021,Praseodymium,USA,1,magnet,1955.7,9.67,107840.0,55.1,7.74,114000.0,14.3,0,0.5445,74.55,47.4,0,1,0.0
2022,Praseodymium,USA,1,magnet,2060.4,10.3,53240.0,25.8,8.24,126000.0,10.0,0,0.5131,66.89,43.4,0,0,0.0
2023,Praseodymium,USA,1,magnet,2355.2,10.11,27349.0,11.6,8.09,84000.0,3.7,0,0.525,71.09,56.7,1,0,0.0
2024,Praseodymium,USA,1,magnet,2518.9,10.61,124764.0,49.5,8.49,72000.0,10.8,0,0.5222,71.73,40.1,0,0,0.0
2025,Praseodymium,USA,1,magnet,2612.8,10.21,52381.0,20.0,8.17,96000.0,11.3,0,0.5015,66.71,38.3,0,0,0.0
2026,Praseodymium,USA,1,magnet,2860.8,9.99,119914.0,41.9,7.99,108000.0,10.6,0,0.5199,69.01,34.2,0,0,
2015,Tantalum,Australia,0,capacitor,77.3,6.39,2816.0,36.4,5.11,186373.33,4.9,0,0.2806,42.34,16.7,0,0,0.0
2016,Tantalum,Australia,0,capacitor,74.8,6.06,1305.0,17.4,4.85,185641.74,4.6,0,0.2703,38.72,14.1,0,0,0.0
2017,Tantalum,Australia,0,capacitor,70.4,5.61,3605.0,51.2,4.48,173543.5,1.9,0,0.2818,41.97,15.5,0,0,0.0
2018,Tantalum,Australia,0,capacitor,76.6,5.72,3658.0,47.7,4.58,194174.69,4.0,0,0.2668,37.81,29.0,0,0,0.0
2019,Tantalum,Australia,0,capacitor,79.2,5.64,4665.0,58.9,4.51,219685.95,2.4,0,0.275,41.29,18.9,0,0,0.0
2020,Tantalum,Australia,0,capacitor,87.2,5.83,4713.0,54.0,4.67,215240.85,12.0,0,0.2703,38.3,18.6,0,0,0.0
2021,Tantalum,Australia,0,capacitor,94.4,5.94,5484.0,58.1,4.75,201770.68,-1.8,0,0.2713,40.69,12.4,0,0,0.0
2022,Tantalum,Australia,0,capacitor,97.3,6.38,919.0,9.4,5.11,203039.47,12.0,0,0.2778,42.42,32.6,0,0,0.0
2023,Tantalum,Australia,0,capacitor,103.1,6.34,6020.0,58.4,5.07,227782.0,8.6,0,0.2696,37.52,13.2,0,0,0.0
2024,Tantalum,Australia,0,capacitor,106.9,6.12,3709.0,34.7,4.89,229135.64,4.2,0,0.2687,37.6,16.6,0,0,0.0
2025,Tantalum,Australia,0,capacitor,111.0,6.06,5435.0,49.0,4.85,235034.67,-2.7,0,0.2713,38.71,16.0,0,0,0.0
2026,Tantalum,Australia,0,capacitor,116.3,6.37,1610.0,13.8,5.09,259925.6,5.7,0,0.27,39.9,16.2,0,0,
2015,Tantalum,Brazil,0,capacitor,114.3,9.46,5506.0,48.1,7.57,186373.33,7.3,0,0.2806,42.34,17.1,0,0,0.0
2016,Tantalum,Brazil,0,capacitor,120.4,9.75,6911.0,57.4,7.8,185641.74,4.8,0,0.2703,38.72,16.1,0,0,0.0
2017,Tantalum,Brazil,0,capacitor,125.2,9.97,2657.0,21.2,7.97,173543.5,3.4,0,0.2818,41.97,22.6,0,0,0.0
2018,Tantalum,Brazil,0,capacitor,140.7,10.51,6960.0,49.5,8.4,194174.69,1.7,0,0.2668,37.81,20.1,0,0,0.0
2019,Tantalum,Brazil,0,capacitor,150.3,10.7,4023.0,26.8,8.56,219685.95,3.4,0,0.275,41.29,14.4,0,0,0.0
2020,Tantalum,Brazil,0,capacitor,156.7,10.48,7890.0,50.4,8.38,215240.85,2.0,0,0.2703,38.3,21.0,0,0,0.0
2021,Tantalum,Brazil,0,capacitor,164.0,10.33,5600.0,34.1,8.26,201770.68,-0.7,0,0.2713,40.69,23.2,0,0,0.0
2022,Tantalum,Brazil,0,capacitor,161.5,10.6,1525.0,9.4,8.48,203039.47,-0.3,0,0.2778,42.42,28.9,0,0,0.0
2023,Tantalum,Brazil,0,capacitor,153.4,9.43,3001.0,19.6,7.54,227782.0,8.4,0,0.2696,37.52,22.6,0,0,0.0
2024,Tantalum,Brazil,0,capacitor,184.6,10.56,9803.0,53.1,8.45,229135.64,7.4,0,0.2687,37.6,22.8,0,0,0.0
2025,Tantalum,Brazil,0,capacitor,190.9,10.42,5614.0,29.4,8.33,235034.67,8.2,0,0.2713,38.71,21.8,0,0,0.0
2026,Tantalum,Brazil,0,capacitor,195.2,10.69,6037.0,30.9,8.55,259925.6,3.0,0,0.27,39.9,28.0,0,0,
2015,Tantalum,China,0,capacitor,60.3,4.99,1465.0,24.3,7.48,186373.33,3.2,0,0.2806,42.34,27.9,0,0,0.0
2016,Tantalum,China,0,capacitor,59.5,4.82,3495.0,58.7,7.23,185641.74,11.7,0,0.2703,38.72,35.1,0,0,0.0
2017,Tantalum,China,0,capacitor,60.0,4.78,2103.0,35.0,7.17,173543.5,7.6,0,0.2818,41.97,40.8,0,0,0.0
2018,Tantalum,China,0,capacitor,68.8,5.13,661.0,9.6,7.7,194174.69,8.8,0,0.2668,37.81,31.4,0,0,0.0
2019,Tantalum,China,0,capacitor,74.1,5.27,671.0,9.1,7.91,219685.95,3.7,0,0.275,41.29,34.9,0,0,0.0
2020,Tantalum,China,0,capacitor,75.2,5.03,1439.0,19.1,7.54,215240.85,-1.0,0,0.2703,38.3,24.7,0,0,0.0
2021,Tantalum,China,0,capacitor,83.1,5.23,4602.0,55.4,7.85,201770.68,7.4,0,0.2713,40.69,31.6,0,0,0.0
2022,Tantalum,China,0,capacitor,81.4,5.35,2924.0,35.9,8.02,203039.47,7.1,0,0.2778,42.42,34.8,0,0,0.0
2023,Tantalum,China,0,capacitor,80.5,4.95,2488.0,30.9,7.42,227782.0,7.4,0,0.2696,37.52,29.1,0,0,0.0
2024,Tantalum,China,0,capacitor,84.1,4.81,3770.0,44.8,7.21,229135.64,4.4,0,0.2687,37.6,38.3,0,0,0.0
2025,Tantalum,China,0,capacitor,89.5,4.89,4235.0,47.3,7.33,235034.67,9.9,0,0.2713,38.71,15.8,0,0,0.0
2026,Tantalum,China,0,capacitor,91.7,5.02,3294.0,35.9,7.53,259925.6,6.3,0,0.27,39.9,26.8,0,0,
2015,Tantalum,DRC,0,capacitor,511.8,42.34,15418.0,30.1,33.87,186373.33,9.1,0,0.2806,42.34,28.3,0,0,0.0
2016,Tantalum,DRC,0,capacitor,478.1,38.72,19472.0,40.7,30.97,185641.74,6.5,0,0.2703,38.72,27.2,0,0,0.0
2017,Tantalum,DRC,0,capacitor,527.1,41.97,15333.0,29.1,33.58,173543.5,8.4,0,0.2818,41.97,24.7,0,0,0.0
2018,Tantalum,DRC,0,capacitor,506.5,37.81,23307.0,46.0,30.24,194174.69,12.2,0,0.2668,37.81,20.9,0,0,0.0
2019,Tantalum,DRC,0,capacitor,580.1,41.29,28405.0,49.0,33.03,219685.95,7.0,0,0.275,41.29,24.0,0,0,0.0
2020,Tantalum,DRC,0,capacitor,572.6,38.3,26941.0,47.0,30.64,215240.85,9.9,0,0.2703,38.3,34.0,0,0,0.0
2021,Tantalum,DRC,0,capacitor,646.3,40.69,38627.0,59.8,32.55,201770.68,9.6,0,0.2713,40.69,28.7,0,0,0.0
2022,Tantalum,DRC,0,capacitor,646.2,42.42,19377.0,30.0,33.94,203039.47,9.6,0,0.2778,42.42,36.6,0,0,0.0
2023,Tantalum,DRC,0,capacitor,610.3,37.52,32606.0,53.4,30.01,227782.0,0.7,0,0.2696,37.52,39.1,0,0,0.0
2024,Tantalum,DRC,0,capacitor,657.3,37.6,20347.0,31.0,30.08,229135.64,8.2,0,0.2687,37.6,28.7,0,0,0.0
2025,Tantalum,DRC,0,capacitor,709.4,38.71,39363.0,55.5,30.97,235034.67,8.5,0,0.2713,38.71,28.4,0,0,0.0
2026,Tantalum,DRC,0,capacitor,728.8,39.9,15231.0,20.9,31.92,259925.6,10.5,0,0.27,39.9,16.6,0,0,
2015,Tantalum,Nigeria,0,capacitor,109.6,9.07,3944.0,36.0,7.25,186373.33,4.5,0,0.2806,42.34,21.1,0,0,0.0
2016,Tantalum,Nigeria,0,capacitor,117.4,9.51,3179.0,27.1,7.61,185641.74,9.2,0,0.2703,38.72,12.4,0,0,0.0
2017,Tantalum,Nigeria,0,capacitor,115.1,9.16,2130.0,18.5,7.33,173543.5,6.8,0,0.2818,41.97,19.4,0,0,0.0
2018,Tantalum,Nigeria,0,capacitor,119.3,8.9,1912.0,16.0,7.12,194174.69,5.8,0,0.2668,37.81,23.4,0,0,0.0
2019,Tantalum,Nigeria,0,capacitor,127.4,9.07,2319.0,18.2,7.26,219685.95,12.8,0,0.275,41.29,12.0,0,0,0.0
2020,Tantalum,Nigeria,0,capacitor,128.8,8.62,6977.0,54.1,6.89,215240.85,1.7,0,0.2703,38.3,16.8,0,0,0.0
2021,Tantalum,Nigeria,0,capacitor,152.6,9.61,7066.0,46.3,7.69,201770.68,3.3,0,0.2713,40.69,10.2,0,0,0.0
2022,Tantalum,Nigeria,0,capacitor,129.2,8.48,5103.0,39.5,6.79,203039.47,3.6,0,0.2778,42.42,23.1,0,0,0.0
2023,Tantalum,Nigeria,0,capacitor,147.8,9.08,1564.0,10.6,7.27,227782.0,5.7,0,0.2696,37.52,26.4,0,0,0.0
2024,Tantalum,Nigeria,0,capacitor,147.5,8.44,7218.0,48.9,6.75,229135.64,5.1,0,0.2687,37.6,26.9,0,0,0.0
2025,Tantalum,Nigeria,0,capacitor,164.9,9.0,4789.0,29.0,7.2,235034.67,3.3,0,0.2713,38.71,21.9,0,0,0.0
2026,Tantalum,Nigeria,0,capacitor,167.2,9.15,3356.0,20.1,7.32,259925.6,5.9,0,0.27,39.9,14.0,0,0,
2015,Tantalum,Rwanda,0,capacitor,375.4,31.05,10936.0,29.1,24.84,186373.33,3.9,0,0.2806,42.34,23.6,0,0,0.0
2016,Tantalum,Rwanda,0,capacitor,364.9,29.55,7054.0,19.3,23.64,185641.74,9.0,0,0.2703,38.72,16.9,0,0,0.0
2017,Tantalum,Rwanda,0,capacitor,389.5,31.02,19449.0,49.9,24.81,173543.5,12.5,0,0.2818,41.97,17.4,0,0,0.0
2018,Tantalum,Rwanda,0,capacitor,376.4,28.1,15489.0,41.1,22.48,194174.69,8.1,0,0.2668,37.81,15.3,0,0,0.0
2019,Tantalum,Rwanda,0,capacitor,414.2,29.48,17494.0,42.2,23.58,219685.95,4.1,0,0.275,41.29,15.7,0,0,0.0
2020,Tantalum,Rwanda,0,capacitor,448.2,29.97,15241.0,34.0,23.98,215240.85,6.0,0,0.2703,38.3,12.3,0,0,0.0
2021,Tantalum,Rwanda,0,capacitor,453.4,28.55,18198.0,40.1,22.84,201770.68,6.1,0,0.2713,40.69,18.6,0,0,0.0
2022,Tantalum,Rwanda,0,capacitor,485.2,31.85,8560.0,17.6,25.48,203039.47,7.5,0,0.2778,42.42,19.2,0,0,0.0
2023,Tantalum,Rwanda,0,capacitor,507.2,31.18,18256.0,36.0,24.94,227782.0,11.1,0,0.2696,37.52,14.5,0,0,0.0
2024,Tantalum,Rwanda,0,capacitor,522.0,29.86,14147.0,27.1,23.89,229135.64,5.1,0,0.2687,37.6,17.4,0,0,0.0
2025,Tantalum,Rwanda,0,capacitor,584.8,31.91,16847.0,28.8,25.53,235034.67,0.9,0,0.2713,38.71,18.9,0,0,0.0
2026,Tantalum,Rwanda,0,capacitor,565.0,30.94,11220.0,19.9,24.75,259925.6,5.3,0,0.27,39.9,8.2,0,0,
2015,Terbium,Australia,1,magnet,15.3,3.98,716.0,46.8,3.18,900000.0,12.3,0,0.7796,89.24,64.3,1,0,0.0
2016,Terbium,Australia,1,magnet,17.6,4.15,782.0,44.3,3.32,810000.0,11.8,0,0.7784,85.57,64.7,1,0,0.0
2017,Terbium,Australia,1,magnet,19.7,4.16,1083.0,54.9,3.33,990000.0,12.4,0,0.7901,91.55,58.3,1,0,0.0
2018,Terbium,Australia,1,magnet,18.7,3.92,984.0,52.6,3.14,1080000.0,10.2,0,0.7713,86.06,54.1,1,0,0.0
2019,Terbium,Australia,1,magnet,21.1,4.01,804.0,38.1,3.21,900000.0,18.0,0,0.7758,85.96,62.7,1,0,0.0
2020,Terbium,Australia,1,magnet,25.8,4.48,644.0,24.9,3.58,990000.0,11.4,0,0.7657,86.84,66.0,1,0,1.0
2021,Terbium,Australia,1,magnet,27.1,4.59,792.0,29.2,3.67,1710000.0,9.8,0,0.764,89.11,65.7,1,1,0.0
2022,Terbium,Australia,1,magnet,28.4,4.42,1274.0,44.8,3.54,1890000.0,5.6,0,0.753,80.96,57.7,1,0,0.0
2023,Terbium,Australia,1,magnet,30.8,4.42,1273.0,41.3,3.54,1260000.0,7.5,0,0.771,90.71,58.6,1,0,0.0
2024,Terbium,Australia,1,magnet,34.5,4.79,1751.0,50.8,3.83,1080000.0,5.4,0,0.7699,92.21,63.2,1,0,0.0
2025,Terbium,Australia,1,magnet,34.9,4.48,1676.0,48.0,3.58,1440000.0,11.9,0,0.7606,88.06,60.9,1,0,0.0
2026,Terbium,Australia,1,magnet,42.6,4.98,1255.0,29.5,3.99,1620000.0,6.1,0,0.7504,91.71,56.0,1,0,
2015,Terbium,China,1,magnet,343.5,89.24,12601.0,36.7,100.0,900000.0,17.2,0,0.7796,89.24,72.0,1,0,0.0
2016,Terbium,China,1,magnet,363.9,85.57,4285.0,11.8,100.0,810000.0,10.5,0,0.7784,85.57,79.7,1,0,0.0
2017,Terbium,China,1,magnet,433.8,91.55,22763.0,52.5,100.0,990000.0,16.0,0,0.7901,91.55,70.2,1,0,0.0
2018,Terbium,China,1,magnet,410.4,86.06,17732.0,43.2,100.0,1080000.0,12.2,0,0.7713,86.06,73.6,1,0,0.0
2019,Terbium,China,1,magnet,452.0,85.96,7265.0,16.1,100.0,900000.0,18.3,0,0.7758,85.96,65.3,1,0,0.0
2020,Terbium,China,1,magnet,500.7,86.84,10249.0,20.5,100.0,990000.0,9.2,0,0.7657,86.84,69.6,1,0,1.0
2021,Terbium,China,1,magnet,526.2,89.11,28018.0,53.2,100.0,1710000.0,6.8,0,0.764,89.11,64.9,1,1,0.0
2022,Terbium,China,1,magnet,520.7,80.96,8504.0,16.3,100.0,1890000.0,4.7,0,0.753,80.96,72.9,1,0,0.0
2023,Terbium,China,1,magnet,632.0,90.71,29749.0,47.1,100.0,1260000.0,16.3,0,0.771,90.71,77.2,1,0,0.0
2024,Terbium,China,1,magnet,664.6,92.21,15701.0,23.6,100.0,1080000.0,12.3,0,0.7699,92.21,67.0,1,0,1.0
2025,Terbium,China,1,magnet,686.7,88.06,35180.0,51.2,100.0,1440000.0,5.1,1,0.7606,88.06,88.0,1,1,0.0
2026,Terbium,China,1,magnet,783.4,91.71,19946.0,25.5,100.0,1620000.0,4.7,1,0.7504,91.71,82.9,1,0,
2015,Terbium,Myanmar,1,magnet,32.3,8.4,1734.0,53.6,6.72,900000.0,10.2,0,0.7796,89.24,75.4,1,0,0.0
2016,Terbium,Myanmar,1,magnet,33.1,7.78,928.0,28.1,6.22,810000.0,7.4,0,0.7784,85.57,67.7,1,0,0.0
2017,Terbium,Myanmar,1,magnet,36.8,7.76,880.0,23.9,6.21,990000.0,11.5,0,0.7901,91.55,68.1,1,0,0.0
2018,Terbium,Myanmar,1,magnet,41.0,8.6,1516.0,37.0,6.88,1080000.0,18.2,0,0.7713,86.06,70.5,1,0,0.0
2019,Terbium,Myanmar,1,magnet,43.0,8.17,988.0,23.0,6.54,900000.0,5.7,0,0.7758,85.96,71.1,1,0,0.0
2020,Terbium,Myanmar,1,magnet,49.2,8.53,1391.0,28.3,6.82,990000.0,14.4,0,0.7657,86.84,73.1,1,0,1.0
2021,Terbium,Myanmar,1,magnet,52.5,8.89,562.0,10.7,7.11,1710000.0,11.8,0,0.764,89.11,81.2,1,1,0.0
2022,Terbium,Myanmar,1,magnet,55.2,8.58,2015.0,36.5,6.87,1890000.0,14.6,0,0.753,80.96,56.6,1,0,0.0
2023,Terbium,Myanmar,1,magnet,61.2,8.78,1622.0,26.5,7.03,1260000.0,17.0,0,0.771,90.71,73.5,1,0,0.0
2024,Terbium,Myanmar,1,magnet,62.7,8.7,1573.0,25.1,6.96,1080000.0,10.1,0,0.7699,92.21,62.9,1,0,0.0
2025,Terbium,Myanmar,1,magnet,71.0,9.1,2021.0,28.5,7.28,1440000.0,9.1,0,0.7606,88.06,75.5,1,0,0.0
2026,Terbium,Myanmar,1,magnet,85.1,9.96,1557.0,18.3,7.97,1620000.0,16.1,0,0.7504,91.71,60.4,1,0,
2015,Tin,Bolivia,0,solder,18950.8,6.82,760583.0,40.1,5.46,19357.61,7.9,0,0.1871,29.9,11.6,0,0,0.0
2016,Tin,Bolivia,0,solder,20361.9,6.62,994974.0,48.9,5.3,20093.59,4.2,0,0.194,30.98,0.0,0,0,0.0
2017,Tin,Bolivia,0,solder,21090.7,6.92,535993.0,25.4,5.54,20794.09,3.7,0,0.1884,30.4,18.5,0,0,0.0
2018,Tin,Bolivia,0,solder,24254.5,7.21,310340.0,12.8,5.77,18405.73,9.6,0,0.1879,31.63,18.1,0,0,0.0
2019,Tin,Bolivia,0,solder,24482.5,7.3,566850.0,23.2,5.84,18654.15,3.8,0,0.1874,30.44,10.6,0,0,0.0
2020,Tin,Bolivia,0,solder,24799.6,7.35,885009.0,35.7,5.88,18682.15,8.5,0,0.1871,28.95,14.2,0,0,0.0
2021,Tin,Bolivia,0,solder,24587.5,6.54,547350.0,22.3,5.24,21491.17,2.7,0,0.1852,28.59,3.3,0,0,0.0
2022,Tin,Bolivia,0,solder,26914.0,7.13,1570343.0,58.3,5.71,21150.21,5.5,0,0.1916,31.45,14.5,0,0,0.0
2023,Tin,Bolivia,0,solder,27830.2,7.33,1618144.0,58.1,5.86,23389.36,10.0,0,0.189,31.87,16.1,0,0,0.0
2024,Tin,Bolivia,0,solder,26479.4,6.54,1117647.0,42.2,5.23,23750.39,0.7,0,0.1886,30.52,13.7,0,0,0.0
2025,Tin,Bolivia,0,solder,29362.2,6.57,1140143.0,38.8,5.25,23062.75,6.1,0,0.1856,28.45,16.1,0,0,0.0
2026,Tin,Bolivia,0,solder,30500.7,6.88,245383.0,8.0,5.51,24957.06,8.6,0,0.1839,28.59,14.1,0,0,
2015,Tin,Brazil,0,solder,17677.7,6.36,830090.0,47.0,5.09,19357.61,6.6,0,0.1871,29.9,18.3,0,0,0.0
2016,Tin,Brazil,0,solder,19062.1,6.2,940327.0,49.3,4.96,20093.59,6.8,0,0.194,30.98,20.0,0,0,0.0
2017,Tin,Brazil,0,solder,19408.0,6.37,272451.0,14.0,5.09,20794.09,2.0,0,0.1884,30.4,17.6,0,0,0.0
2018,Tin,Brazil,0,solder,20940.4,6.23,596815.0,28.5,4.98,18405.73,7.5,0,0.1879,31.63,17.7,0,0,0.0
2019,Tin,Brazil,0,solder,19975.3,5.96,355693.0,17.8,4.77,18654.15,8.5,0,0.1874,30.44,9.2,0,0,0.0
2020,Tin,Brazil,0,solder,20784.6,6.16,1149567.0,55.3,4.93,18682.15,9.5,0,0.1871,28.95,5.4,0,0,0.0
2021,Tin,Brazil,0,solder,24078.1,6.41,1317308.0,54.7,5.13,21491.17,10.7,0,0.1852,28.59,13.7,0,0,0.0
2022,Tin,Brazil,0,solder,21490.1,5.69,738901.0,34.4,4.56,21150.21,5.8,0,0.1916,31.45,10.1,0,0,0.0
2023,Tin,Brazil,0,solder,23609.5,6.22,489726.0,20.7,4.97,23389.36,2.3,0,0.189,31.87,3.5,0,0,0.0
2024,Tin,Brazil,0,solder,24950.7,6.17,395977.0,15.9,4.93,23750.39,4.0,0,0.1886,30.52,10.1,0,0,0.0
2025,Tin,Brazil,0,solder,27781.4,6.21,1190646.0,42.9,4.97,23062.75,12.5,0,0.1856,28.45,14.1,0,0,0.0
2026,Tin,Brazil,0,solder,26407.8,5.96,1007847.0,38.2,4.77,24957.06,-0.6,0,0.1839,28.59,12.7,0,0,
2015,Tin,China,0,solder,83053.9,29.9,2908107.0,35.0,44.84,19357.61,5.5,0,0.1871,29.9,18.7,0,0,0.0
2016,Tin,China,0,solder,95229.6,30.98,3671947.0,38.6,46.47,20093.59,14.2,0,0.194,30.98,23.5,0,0,0.0
2017,Tin,China,0,solder,92658.6,30.4,4224571.0,45.6,45.6,20794.09,2.2,0,0.1884,30.4,19.6,0,0,0.0
2018,Tin,China,0,solder,106392.6,31.63,4123387.0,38.8,47.45,18405.73,4.5,0,0.1879,31.63,18.6,0,0,0.0
2019,Tin,China,0,solder,102065.4,30.44,4903581.0,48.0,45.67,18654.15,6.6,0,0.1874,30.44,30.3,0,0,0.0
2020,Tin,China,0,solder,97724.1,28.95,1068015.0,10.9,43.43,18682.15,1.4,0,0.1871,28.95,24.9,0,0,0.0
2021,Tin,China,0,solder,107422.7,28.59,2636749.0,24.5,42.89,21491.17,6.8,0,0.1852,28.59,16.0,0,0,0.0
2022,Tin,China,0,solder,118698.3,31.45,4312862.0,36.3,47.18,21150.21,3.2,0,0.1916,31.45,18.0,0,0,0.0
2023,Tin,China,0,solder,121050.2,31.87,3249105.0,26.8,47.8,23389.36,3.6,0,0.189,31.87,18.8,0,0,0.0
2024,Tin,China,0,solder,123530.4,30.52,4291034.0,34.7,45.79,23750.39,2.4,0,0.1886,30.52,15.7,0,0,0.0
2025,Tin,China,0,solder,127200.5,28.45,1884898.0,14.8,42.68,23062.75,6.2,0,0.1856,28.45,24.8,0,0,0.0
2026,Tin,China,0,solder,126663.1,28.59,1740375.0,13.7,42.89,24957.06,9.0,0,0.1839,28.59,25.5,0,0,
2015,Tin,DRC,0,solder,17137.0,6.17,300076.0,17.5,4.93,19357.61,3.9,0,0.1871,29.9,20.5,0,0,0.0
2016,Tin,DRC,0,solder,18602.2,6.05,770932.0,41.4,4.84,20093.59,3.0,0,0.194,30.98,23.4,0,0,0.0
2017,Tin,DRC,0,solder,17832.0,5.85,621065.0,34.8,4.68,20794.09,11.4,0,0.1884,30.4,12.6,0,0,0.0
2018,Tin,DRC,0,solder,21488.3,6.39,742576.0,34.6,5.11,18405.73,3.2,0,0.1879,31.63,17.3,0,0,0.0
2019,Tin,DRC,0,solder,20032.8,5.98,1031681.0,51.5,4.78,18654.15,7.5,0,0.1874,30.44,26.6,0,0,0.0
2020,Tin,DRC,0,solder,20007.2,5.93,648254.0,32.4,4.74,18682.15,4.6,0,0.1871,28.95,29.1,0,0,0.0
2021,Tin,DRC,0,solder,21012.4,5.59,586372.0,27.9,4.47,21491.17,6.7,0,0.1852,28.59,20.1,0,0,0.0
2022,Tin,DRC,0,solder,21526.0,5.7,816574.0,37.9,4.56,21150.21,7.9,0,0.1916,31.45,20.2,0,0,0.0
2023,Tin,DRC,0,solder,23110.4,6.08,1058176.0,45.8,4.87,23389.36,9.2,0,0.189,31.87,13.5,0,0,0.0
2024,Tin,DRC,0,solder,24962.6,6.17,564562.0,22.6,4.93,23750.39,3.6,0,0.1886,30.52,24.4,0,0,0.0
2025,Tin,DRC,0,solder,27517.4,6.16,718265.0,26.1,4.92,23062.75,1.8,0,0.1856,28.45,23.0,0,0,0.0
2026,Tin,DRC,0,solder,24754.1,5.59,334692.0,13.5,4.47,24957.06,7.1,0,0.1839,28.59,23.8,0,0,
2015,Tin,Indonesia,0,solder,68767.0,24.75,799368.0,11.6,19.8,19357.61,7.6,0,0.1871,29.9,18.0,0,0,0.0
2016,Tin,Indonesia,0,solder,77090.3,25.08,926384.0,12.0,20.06,20093.59,10.5,0,0.194,30.98,16.8,0,0,0.0
2017,Tin,Indonesia,0,solder,73878.7,24.24,2703589.0,36.6,19.39,20794.09,8.4,0,0.1884,30.4,7.2,0,0,0.0
2018,Tin,Indonesia,0,solder,76168.4,22.65,3562633.0,46.8,18.12,18405.73,3.5,0,0.1879,31.63,10.1,0,0,0.0
2019,Tin,Indonesia,0,solder,77922.9,23.24,2857081.0,36.7,18.59,18654.15,4.7,0,0.1874,30.44,15.7,0,0,0.0
